sample_id,id_ecofog,project,site,sample_type,species,reference_genome,lane,read_group,read1,read2
DSW_AABT,IX20,EXPAND,Saut_Takari,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AABT\tSM:DSW_AABT\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABTOSDA_6_1_22VLJNLT4.UDI354_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABTOSDA_6_2_22VLJNLT4.UDI354_clean.fastq.gz
DSW_AABU,IX21,EXPAND,Saut_Takari,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AABU\tSM:DSW_AABU\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABUOSDA_6_1_22VLJNLT4.UDI366_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABUOSDA_6_2_22VLJNLT4.UDI366_clean.fastq.gz
DSW_AABV,IX22,EXPAND,Saut_Takari,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,1,@RG\tID:DSW_AABV\tSM:DSW_AABV\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABVOSDA_1_1_22VLKFLT4.UDI123_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABVOSDA_1_2_22VLKFLT4.UDI123_clean.fastq.gz
DSW_AABW,IX23,EXPAND,Saut_Takari,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AABW\tSM:DSW_AABW\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABWOSDA_6_1_22VLJNLT4.UDI295_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABWOSDA_6_2_22VLJNLT4.UDI295_clean.fastq.gz
DSW_AABX,IX24,EXPAND,Saut_Takari,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AABX\tSM:DSW_AABX\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABXOSDA_6_1_22VLJNLT4.UDI307_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABXOSDA_6_2_22VLJNLT4.UDI307_clean.fastq.gz
DSW_AABY,IX25,EXPAND,Montagne_Fer,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AABY\tSM:DSW_AABY\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABYOSDA_6_1_22VLJNLT4.UDI319_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABYOSDA_6_2_22VLJNLT4.UDI319_clean.fastq.gz
DSW_AABZ,IX26,EXPAND,Montagne_Fer,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AABZ\tSM:DSW_AABZ\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABZOSDA_6_1_22VLJNLT4.UDI331_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABZOSDA_6_2_22VLJNLT4.UDI331_clean.fastq.gz
DSW_AACB,IX28,EXPAND,Montagne_Fer,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACB\tSM:DSW_AACB\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACBOSDA_6_1_22VLJNLT4.UDI355_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACBOSDA_6_2_22VLJNLT4.UDI355_clean.fastq.gz
DSW_AACC,IX29,EXPAND,Montagne_Fer,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACC\tSM:DSW_AACC\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACCOSDA_6_1_22VLJNLT4.UDI367_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACCOSDA_6_2_22VLJNLT4.UDI367_clean.fastq.gz
DSW_AACD,IX30,EXPAND,Montagne_Fer,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACD\tSM:DSW_AACD\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACDOSDA_6_1_22VLJNLT4.UDI379_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACDOSDA_6_2_22VLJNLT4.UDI379_clean.fastq.gz
DSW_AACG,IX33,EXPAND,Montagne_Fer,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACG\tSM:DSW_AACG\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACGOSDA_6_1_22VLJNLT4.UDI320_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACGOSDA_6_2_22VLJNLT4.UDI320_clean.fastq.gz
DSW_AACL,IX38,EXPAND,Chutes_Voltaires,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACL\tSM:DSW_AACL\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACLOSDA_6_1_22VLJNLT4.UDI380_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACLOSDA_6_2_22VLJNLT4.UDI380_clean.fastq.gz
DSW_AACR,IX44,EXPAND,Chutes_Voltaires,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACR\tSM:DSW_AACR\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACROSDA_7_1_22VLJNLT4.UDI357_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACROSDA_7_2_22VLJNLT4.UDI357_clean.fastq.gz
DSW_AACS,IX45,EXPAND,Saul,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACS\tSM:DSW_AACS\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACSOSDA_7_1_22VLJNLT4.UDI369_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACSOSDA_7_2_22VLJNLT4.UDI369_clean.fastq.gz
DSW_AACW,IX49,EXPAND,Saul,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACW\tSM:DSW_AACW\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACWOSDA_7_1_22VLJNLT4.UDI322_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACWOSDA_7_2_22VLJNLT4.UDI322_clean.fastq.gz
DSW_AADB,IX54,EXPAND,Saul,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AADB\tSM:DSW_AADB\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AADBOSDA_7_1_22VLJNLT4.UDI382_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AADBOSDA_7_2_22VLJNLT4.UDI382_clean.fastq.gz
DSW_AAAD,IW68,EXPAND,Crique_Tigre,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,4,@RG\tID:DSW_AAAD\tSM:DSW_AAAD\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAADOSDA_4_1_22VLJNLT4.UDI325_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAADOSDA_4_2_22VLJNLT4.UDI325_clean.fastq.gz
DSW_AAAG,IW71,EXPAND,Crique_Tigre,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,4,@RG\tID:DSW_AAAG\tSM:DSW_AAAG\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAGOSDA_4_1_22VLJNLT4.UDI361_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAGOSDA_4_2_22VLJNLT4.UDI361_clean.fastq.gz
DSW_AAAJ,IW74,EXPAND,Crique_Tigre,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,4,@RG\tID:DSW_AAAJ\tSM:DSW_AAAJ\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAJOSDA_4_1_22VLJNLT4.UDI302_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAJOSDA_4_2_22VLJNLT4.UDI302_clean.fastq.gz
DSW_AAAK,IW75,EXPAND,Maripasoula,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,4,@RG\tID:DSW_AAAK\tSM:DSW_AAAK\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAKOSDA_4_1_22VLJNLT4.UDI314_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAKOSDA_4_2_22VLJNLT4.UDI314_clean.fastq.gz
DSW_AAAN,IW78,EXPAND,Maripasoula,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,1,@RG\tID:DSW_AAAN\tSM:DSW_AAAN\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAANOSDA_1_1_22VLKFLT4.UDI120_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAANOSDA_1_2_22VLKFLT4.UDI120_clean.fastq.gz
DSW_AAAO,IW79,EXPAND,Maripasoula,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,4,@RG\tID:DSW_AAAO\tSM:DSW_AAAO\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAOOSDA_4_1_22VLJNLT4.UDI362_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAOOSDA_4_2_22VLJNLT4.UDI362_clean.fastq.gz
DSW_AAAS,IW83,EXPAND,Maripasoula,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,4,@RG\tID:DSW_AAAS\tSM:DSW_AAAS\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAASOSDA_4_1_22VLJNLT4.UDI315_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAASOSDA_4_2_22VLJNLT4.UDI315_clean.fastq.gz
DSW_AAAU,IW85,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,4,@RG\tID:DSW_AAAU\tSM:DSW_AAAU\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAUOSDA_4_1_22VLJNLT4.UDI339_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAUOSDA_4_2_22VLJNLT4.UDI339_clean.fastq.gz
DSW_AAAV,IW86,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AAAV\tSM:DSW_AAAV\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAVOSDA_5_1_22VLJNLT4.UDI351_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAVOSDA_5_2_22VLJNLT4.UDI351_clean.fastq.gz
DSW_AAAW,IW87,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AAAW\tSM:DSW_AAAW\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAWOSDA_5_1_22VLJNLT4.UDI363_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAWOSDA_5_2_22VLJNLT4.UDI363_clean.fastq.gz
DSW_AAAX,IW88,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AAAX\tSM:DSW_AAAX\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAXOSDA_5_1_22VLJNLT4.UDI375_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAXOSDA_5_2_22VLJNLT4.UDI375_clean.fastq.gz
DSW_AAAY,IW89,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AAAY\tSM:DSW_AAAY\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAYOSDA_5_1_22VLJNLT4.UDI292_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAYOSDA_5_2_22VLJNLT4.UDI292_clean.fastq.gz
DSW_AAAZ,IW90,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AAAZ\tSM:DSW_AAAZ\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAZOSDA_5_1_22VLJNLT4.UDI304_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AAAZOSDA_5_2_22VLJNLT4.UDI304_clean.fastq.gz
DSW_AABA,IW91,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AABA\tSM:DSW_AABA\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABAOSDA_5_1_22VLJNLT4.UDI316_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABAOSDA_5_2_22VLJNLT4.UDI316_clean.fastq.gz
DSW_AABB,IW92,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AABB\tSM:DSW_AABB\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABBOSDA_5_1_22VLJNLT4.UDI328_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABBOSDA_5_2_22VLJNLT4.UDI328_clean.fastq.gz
DSW_AABC,IW93,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,1,@RG\tID:DSW_AABC\tSM:DSW_AABC\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABCOSDA_1_1_22VLKFLT4.UDI121_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABCOSDA_1_2_22VLKFLT4.UDI121_clean.fastq.gz
DSW_AABD,IW94,EXPAND,Petit_croissant,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AABD\tSM:DSW_AABD\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABDOSDA_5_1_22VLJNLT4.UDI352_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABDOSDA_5_2_22VLJNLT4.UDI352_clean.fastq.gz
DSW_AABF,IX06,EXPAND,Trinité,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AABF\tSM:DSW_AABF\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABFOSDA_5_1_22VLJNLT4.UDI376_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABFOSDA_5_2_22VLJNLT4.UDI376_clean.fastq.gz
DSW_AABO,IX15,EXPAND,Saut_Takari,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,5,@RG\tID:DSW_AABO\tSM:DSW_AABO\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABOOSDA_5_1_22VLJNLT4.UDI294_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AABOOSDA_5_2_22VLJNLT4.UDI294_clean.fastq.gz
DSW_AACA,IX27,EXPAND,Montagne_Fer,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACA\tSM:DSW_AACA\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACAOSDA_6_1_22VLJNLT4.UDI343_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACAOSDA_6_2_22VLJNLT4.UDI343_clean.fastq.gz
DSW_AACE,IX31,EXPAND,Montagne_Fer,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACE\tSM:DSW_AACE\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACEOSDA_6_1_22VLJNLT4.UDI296_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACEOSDA_6_2_22VLJNLT4.UDI296_clean.fastq.gz
DSW_AACF,IX32,EXPAND,Montagne_Fer,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACF\tSM:DSW_AACF\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACFOSDA_6_1_22VLJNLT4.UDI308_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACFOSDA_6_2_22VLJNLT4.UDI308_clean.fastq.gz
DSW_AACH,IX34,EXPAND,Montagne_Fer,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACH\tSM:DSW_AACH\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACHOSDA_6_1_22VLJNLT4.UDI332_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACHOSDA_6_2_22VLJNLT4.UDI332_clean.fastq.gz
DSW_AACI,IX35,EXPAND,Chutes_Voltaires,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACI\tSM:DSW_AACI\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACIOSDA_6_1_22VLJNLT4.UDI344_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACIOSDA_6_2_22VLJNLT4.UDI344_clean.fastq.gz
DSW_AACJ,IX36,EXPAND,Chutes_Voltaires,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACJ\tSM:DSW_AACJ\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACJOSDA_6_1_22VLJNLT4.UDI356_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACJOSDA_6_2_22VLJNLT4.UDI356_clean.fastq.gz
DSW_AACK,IX37,EXPAND,Chutes_Voltaires,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,6,@RG\tID:DSW_AACK\tSM:DSW_AACK\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACKOSDA_6_1_22VLJNLT4.UDI368_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACKOSDA_6_2_22VLJNLT4.UDI368_clean.fastq.gz
DSW_AACM,IX39,EXPAND,Chutes_Voltaires,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACM\tSM:DSW_AACM\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACMOSDA_7_1_22VLJNLT4.UDI297_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACMOSDA_7_2_22VLJNLT4.UDI297_clean.fastq.gz
DSW_AACN,IX40,EXPAND,Chutes_Voltaires,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,7,@RG\tID:DSW_AACN\tSM:DSW_AACN\tLB:EXPAND\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACNOSDA_7_1_22VLJNLT4.UDI309_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/EXPAND/DSW_AACNOSDA_7_2_22VLJNLT4.UDI309_clean.fastq.gz
